0.0,11,0	Moderator	Moderator/EthanBody	Moderator/EthanGlasses	Moderator/EthanSkeleton	Moderator/EthanSkeleton/EthanHips	Moderator/EthanSkeleton/EthanHips/EthanSpine	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanLeftUpLeg/EthanLeftLeg/EthanLeftFoot/EthanLeftToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanRightUpLeg/EthanRightLeg/EthanRightFoot/EthanRightToe1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanHead	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanLeftShoulder/EthanLeftArm/EthanLeftForeArm/EthanLeftHand	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm	Moderator/EthanSkeleton/EthanHips/EthanSpine/EthanSpine1/EthanSpine2/EthanNeck/EthanRightShoulder/EthanRightArm/EthanRightForeArm/EthanRightHand
3.2181,11,1	0.069,0,0.0615,0,40.1002,0,1,1,1	0.069,0,0.0615,0,40.1002,0,1,1,1	0.069,0,0.0615,0,40.1002,0,1,1,1	0.069,0,0.0615,0,40.1002,0,1,1,1	0.0567,0.782,0.0839,359.9297,133.9745,268.8487,1,1,1	0.056,0.8269,0.0833,359.9297,133.9747,273.8032,1,1,1	0.0032,0.7819,0.1356,7.8094,316.3702,88.8395,1,1,1	0.0413,0.422,0.1553,6.5268,311.0422,105.0456,1,1,1	-0.016,0.1005,0.0815,0.4992,292.8505,89.5766,1,1,1	0.0272,0.0142,0.182,359.531,292.9042,354.075,1,1,1	0.1102,0.7821,0.0323,359.9313,313.3636,89.7091,1,1,1	0.1669,0.4259,0.0421,1.63,321.6047,108.0109,1,1,1	0.132,0.1022,-0.0372,0.7947,346.0751,89.9984,1,1,1	0.2391,0.0167,-0.0119,2.3566,345.9536,351.101,1,1,1	0.0448,0.975,0.0719,358.8141,135.0168,281.6388,1,1,1	0.0456,1.1038,0.0765,358.7732,136.2269,281.2977,1,1,1	0.0459,1.2327,0.0806,358.7732,136.2269,266.2977,1,1,1	0.0699,1.3258,0.1064,359.411,134.687,269.0754,1,1,1	0.0279,1.2321,0.0994,291.039,97.9037,128.3943,1,1,1	-0.0523,1.1631,0.1692,288.5627,0.6942,246.3557,1,1,1	-0.1005,0.9218,0.1678,295.5597,25.7883,233.5951,1,1,1	-0.1084,0.761,0.1823,14.7931,63.1093,186.3726,1,1,1	0.0639,1.2332,0.0618,69.2753,174.9059,128.7202,1,1,1	0.13,1.1636,-0.021,68.0116,263.6866,228.5432,1,1,1	0.1043,0.9297,-0.093,63.2153,252.4453,227.7617,1,1,1	0.1151,0.7696,-0.112,339.6421,217.3432,187.268,1,1,1
3.2721,11,1	0.069,0,0.0615,0,40.1002,0,1,1,1	0.069,0,0.0615,0,40.1002,0,1,1,1	0.069,0,0.0615,0,40.1002,0,1,1,1	0.069,0,0.0615,0,40.1002,0,1,1,1	0.0545,0.782,0.0848,359.8749,133.8629,268.9858,1,1,1	0.0538,0.827,0.0842,359.8749,133.8631,273.9403,1,1,1	0.0009,0.7819,0.1363,7.9512,316.1016,88.92,1,1,1	0.0398,0.422,0.1559,6.7761,310.883,105.1206,1,1,1	-0.0158,0.1005,0.0813,0.5796,293.0807,89.6637,1,1,1	0.0279,0.0143,0.1818,359.6027,293.1338,354.1129,1,1,1	0.1081,0.7822,0.0333,0.2669,313.8004,89.7984,1,1,1	0.1668,0.4263,0.0416,1.8219,322.0333,108.1005,1,1,1	0.1324,0.1026,-0.038,0.7917,346.0634,90.0022,1,1,1	0.2395,0.0171,-0.0127,2.3512,345.9423,351.1185,1,1,1	0.0428,0.9751,0.0732,358.6015,134.8312,281.8788,1,1,1	0.0436,1.1039,0.0785,358.5271,135.957,281.5047,1,1,1	0.0438,1.2327,0.0833,358.5271,135.957,266.5047,1,1,1	0.0677,1.3257,0.1097,359.3389,134.9512,268.9645,1,1,1	0.0258,1.232,0.1021,290.9817,96.7612,129.3073,1,1,1	-0.0547,1.1626,0.171,288.8966,0.3427,246.4374,1,1,1	-0.1029,0.9213,0.1679,295.8504,25.1719,233.9877,1,1,1	-0.1108,0.7605,0.1815,15.0117,62.8815,186.5594,1,1,1	0.062,1.2334,0.0646,68.7769,174.5542,128.5311,1,1,1	0.1284,1.1646,-0.0186,68.2511,262.7249,228.0491,1,1,1	0.1044,0.9308,-0.0915,63.074,250.9742,226.7243,1,1,1	0.1155,0.7709,-0.1117,339.6614,217.0692,186.5504,1,1,1
3.3281,11,1	0.069,0,0.0615,0,40.1002,0,1,1,1	0.069,0,0.0615,0,40.1002,0,1,1,1	0.069,0,0.0615,0,40.1002,0,1,1,1	0.069,0,0.0615,0,40.1002,0,1,1,1	0.0528,0.7822,0.0852,359.8038,133.6919,269.1472,1,1,1	0.0521,0.8271,0.0848,359.8038,133.6921,274.1017,1,1,1	-0.001,0.7819,0.1366,8.0304,315.7067,89.047,1,1,1	0.0387,0.4222,0.1567,6.9758,310.5866,105.1721,1,1,1	-0.0155,0.1006,0.0813,0.6095,293.2017,89.6779,1,1,1	0.0285,0.0145,0.1816,359.6271,293.2552,354.0961,1,1,1	0.1066,0.7824,0.0339,0.5119,314.0066,89.864,1,1,1	0.1666,0.4267,0.0412,1.9631,322.2873,108.1619,1,1,1	0.1326,0.1031,-0.0387,0.7606,346.0784,89.9767,1,1,1	0.2397,0.0175,-0.0133,2.3196,345.9567,351.0953,1,1,1	0.0413,0.9753,0.0742,358.4604,134.594,282.1487,1,1,1	0.0423,1.104,0.0801,358.2731,135.6104,281.6862,1,1,1	0.0424,1.2328,0.0856,358.2731,135.6104,266.6862,1,1,1	0.066,1.3257,0.1127,359.347,135.3337,268.7862,1,1,1	0.0242,1.232,0.1043,290.9122,95.5686,130.1851,1,1,1	-0.0567,1.1622,0.1723,289.2215,359.9214,246.6214,1,1,1	-0.1046,0.9208,0.1677,296.1234,24.4215,234.4799,1,1,1	-0.1123,0.7599,0.1802,15.2146,62.4731,186.9263,1,1,1	0.0606,1.2336,0.0671,68.339,174.0376,128.301,1,1,1	0.1276,1.1656,-0.0163,68.4994,261.7582,227.4682,1,1,1	0.1053,0.9319,-0.0901,63.0247,249.6516,225.6659,1,1,1	0.1168,0.7721,-0.1115,339.5508,216.9297,185.776,1,1,1
3.3787,11,1	0.0715,0,0.0753,0,45.8351,0,1,1,1	0.0715,0,0.0753,0,45.8351,0,1,1,1	0.0715,0,0.0753,0,45.8351,0,1,1,1	0.0715,0,0.0753,0,45.8351,0,1,1,1	0.0924,0.767,0.0712,356.9715,132.0403,269.176,1,1,1	0.0901,0.812,0.0722,356.9716,132.0405,274.1305,1,1,1	0.0373,0.7631,0.1209,356.5167,291.647,93.7176,1,1,1	0.0095,0.4151,0.2083,358.4376,273.5548,86.6395,1,1,1	-0.0405,0.1438,0.0229,352.6441,256.5853,54.8283,1,1,1	-0.0666,0.0116,0.0585,356.8728,254.8668,351.0944,1,1,1	0.1476,0.771,0.0215,355.6848,319.0497,95.7357,1,1,1	0.2155,0.4222,0.0693,357.3433,342.3613,105.4098,1,1,1	0.134,0.1023,0.0263,359.8779,10.5036,90.5534,1,1,1	0.2431,0.0178,0.0062,359.8031,10.5026,0.9775,1,1,1	0.0742,0.9599,0.0663,355.4204,134.3915,283.8498,1,1,1	0.073,1.0881,0.0797,356.6123,137.9587,283.0645,1,1,1	0.0731,1.2166,0.0901,356.6123,137.9587,268.0645,1,1,1	0.0977,1.3084,0.1196,1.6562,149.2045,273.0992,1,1,1	0.0558,1.215,0.1094,291.0155,92.7772,135.5768,1,1,1	-0.0228,1.1432,0.1782,294.9038,8.1815,238.9497,1,1,1	-0.0846,0.9065,0.1519,302.8485,26.706,232.1335,1,1,1	-0.1034,0.746,0.1489,22.2715,61.878,187.5305,1,1,1	0.0906,1.2181,0.0708,66.5187,176.4597,128.6279,1,1,1	0.1544,1.1529,-0.0171,67.0271,253.3995,214.7005,1,1,1	0.1255,0.9266,-0.1096,66.1548,250.885,225.2681,1,1,1	0.1448,0.7674,-0.1289,338.7696,219.4889,180.3949,1,1,1
3.4321,11,1	0.0829,0,0.0825,0,51.4632,0,1,1,1	0.0829,0,0.0825,0,51.4632,0,1,1,1	0.0829,0,0.0825,0,51.4632,0,1,1,1	0.0829,0,0.0825,0,51.4632,0,1,1,1	0.1041,0.7659,0.0749,356.7338,137.3195,268.6658,1,1,1	0.1015,0.8108,0.076,356.7339,137.3197,273.6203,1,1,1	0.0537,0.7617,0.1295,356.2696,300.8168,95.2588,1,1,1	0.0439,0.416,0.2289,0.6495,290.8676,82.8255,1,1,1	-0.0557,0.1565,0.0466,354.3919,280.0598,41.4466,1,1,1	-0.0675,0.0181,0.0576,355.0261,279.4017,316.6805,1,1,1	0.1544,0.7702,0.0203,354.8501,322.0974,95.3264,1,1,1	0.2197,0.4208,0.067,357.4401,344.7013,104.7834,1,1,1	0.1333,0.1019,0.0258,359.6719,13.8913,90.5288,1,1,1	0.241,0.0174,-0.0003,359.6487,13.8911,0.6602,1,1,1	0.0837,0.9586,0.0711,356.2615,139.9745,283.21,1,1,1	0.0839,1.087,0.0822,357.4353,143.7873,282.5527,1,1,1	0.0852,1.2157,0.0903,357.4353,143.7873,267.5527,1,1,1	0.1128,1.3079,0.1157,1.951,153.0587,272.9041,1,1,1	0.0699,1.2145,0.1114,291.116,100.5274,133.4141,1,1,1	-0.0013,1.1437,0.1887,294.226,12.8,239.7569,1,1,1	-0.0634,0.9062,0.1706,301.9458,31.2472,232.2253,1,1,1	-0.0809,0.7456,0.1712,21.0605,66.0953,187.16,1,1,1	0.1007,1.2168,0.0694,67.5972,183.0044,129.3074,1,1,1	0.1549,1.1496,-0.0234,66.6303,261.5296,216.5787,1,1,1	0.1138,0.9227,-0.1094,65.7331,258.325,226.7016,1,1,1	0.1294,0.7631,-0.1293,338.8611,225.1117,179.8197,1,1,1
3.4875,11,1	0.0944,0,0.091,0,56.7792,0,1,1,1	0.0944,0,0.091,0,56.7792,0,1,1,1	0.0944,0,0.091,0,56.7792,0,1,1,1	0.0944,0,0.091,0,56.7792,0,1,1,1	0.1131,0.77,0.083,357.3636,142.5202,267.9091,1,1,1	0.1105,0.8149,0.0836,357.3637,142.5204,272.8636,1,1,1	0.0679,0.7665,0.142,358.0428,311.2409,97.1344,1,1,1	0.0919,0.4219,0.243,4.4123,308.2496,80.752,1,1,1	-0.0504,0.1688,0.0812,359.1941,305.4761,49.0184,1,1,1	-0.0363,0.0321,0.1043,359.9589,304.8739,324.5452,1,1,1	0.1583,0.7734,0.0241,354.7309,326.0778,93.6378,1,1,1	0.2177,0.4214,0.0611,357.5752,346.4423,104.9461,1,1,1	0.1311,0.102,0.0221,359.7083,14.8867,90.5006,1,1,1	0.2383,0.0174,-0.0059,359.6846,14.8865,0.6348,1,1,1	0.0918,0.9625,0.0778,356.6543,145.2312,282.8734,1,1,1	0.0929,1.091,0.0877,357.7721,149.0254,282.2852,1,1,1	0.0948,1.2197,0.0947,357.7721,149.0254,267.2852,1,1,1	0.1245,1.3121,0.1168,1.5958,155.948,272.7772,1,1,1	0.0815,1.2187,0.1171,290.8689,106.4477,132.7703,1,1,1	0.0181,1.1478,0.2008,292.7727,16.4159,241.8098,1,1,1	-0.0403,0.9088,0.1936,300.2643,36.6429,232.9554,1,1,1	-0.054,0.7479,0.1991,19.8587,72.8146,187.5775,1,1,1	0.1083,1.2207,0.0725,67.7218,188.3051,129.1121,1,1,1	0.1535,1.1534,-0.0249,67.4215,268.0793,217.9726,1,1,1	0.1077,0.925,-0.1045,66.1524,263.4542,227.0076,1,1,1	0.1228,0.7655,-0.1252,339.5348,229.6062,178.8336,1,1,1
3.5384,11,1	0.1037,0,0.0975,0,61.7918,0,1,1,1	0.1037,0,0.0975,0,61.7918,0,1,1,1	0.1037,0,0.0975,0,61.7918,0,1,1,1	0.1037,0,0.0975,0,61.7918,0,1,1,1	0.1192,0.7735,0.0902,357.7927,148.3288,267.7433,1,1,1	0.1167,0.8184,0.0906,357.7927,148.3291,272.6978,1,1,1	0.0802,0.7706,0.1534,359.9652,321.1692,96.8673,1,1,1	0.1272,0.4242,0.2387,3.4112,318.9399,86.4389,1,1,1	-0.0251,0.1512,0.1257,357.5208,311.9802,64.0456,1,1,1	0.012,0.0263,0.175,358.4178,311.5959,339.5956,1,1,1	0.1582,0.7764,0.0269,354.8728,330.7083,92.3209,1,1,1	0.2138,0.4225,0.0545,357.7221,348.7369,105.3529,1,1,1	0.1279,0.1021,0.0186,359.7038,16.3187,90.4471,1,1,1	0.2343,0.0175,-0.0121,359.6688,16.3184,0.6455,1,1,1	0.0977,0.966,0.0856,357.404,150.5292,282.4185,1,1,1	0.0996,1.0947,0.0934,357.9289,153.646,281.9103,1,1,1	0.1016,1.2234,0.0996,357.9289,153.646,266.9103,1,1,1	0.1325,1.3161,0.1186,1.4641,158.7195,272.5441,1,1,1	0.0901,1.2225,0.1229,290.8863,112.6105,131.1968,1,1,1	0.034,1.1522,0.2122,290.8677,19.6652,244.1691,1,1,1	-0.0186,0.9118,0.2167,298.1008,42.7953,233.8704,1,1,1	-0.0265,0.7508,0.2274,18.8717,80.8939,187.9631,1,1,1	0.1132,1.2244,0.0763,68.1642,192.2375,128.5431,1,1,1	0.151,1.1566,-0.0239,67.9296,273.2694,219.1398,1,1,1	0.1018,0.9272,-0.0983,66.358,267.9564,227.5815,1,1,1	0.1159,0.7676,-0.1194,339.8837,233.3654,179.7643,1,1,1
3.5921,11,1	0.1112,0,0.1031,0,66.7254,0,1,1,1	0.1112,0,0.1031,0,66.7254,0,1,1,1	0.1112,0,0.1031,0,66.7254,0,1,1,1	0.1112,0,0.1031,0,66.7254,0,1,1,1	0.1238,0.7764,0.098,358.1548,153.808,267.8075,1,1,1	0.1215,0.8214,0.0985,358.1549,153.8082,272.762,1,1,1	0.091,0.774,0.1647,1.4378,329.6509,93.8912,1,1,1	0.139,0.4225,0.2252,2.6913,327.8678,97.6616,1,1,1	0.0177,0.1182,0.1688,358.2277,317.4334,82.4173,1,1,1	0.0877,0.019,0.2372,359.1571,317.3531,357.7117,1,1,1	0.1566,0.7788,0.0313,355.3356,335.3402,91.1708,1,1,1	0.209,0.4235,0.0488,358.0907,351.2162,105.7087,1,1,1	0.1238,0.1023,0.0149,359.6912,17.9692,90.3928,1,1,1	0.2292,0.0175,-0.0188,359.6543,17.9688,0.6024,1,1,1	0.1027,0.969,0.0945,358.0497,155.6634,282.1344,1,1,1	0.1053,1.0978,0.1005,358.0145,158.2854,281.8032,1,1,1	0.1076,1.2265,0.1062,358.0145,158.2853,266.8032,1,1,1	0.1398,1.3193,0.1225,1.1734,161.3954,272.2092,1,1,1	0.098,1.2256,0.1304,290.9295,118.2099,130.367,1,1,1	0.0497,1.1557,0.2245,289.7485,23.6945,246.0788,1,1,1	0.0023,0.9146,0.2374,296.3946,46.6409,235.8388,1,1,1	0.0008,0.7535,0.2502,16.8157,85.4569,187.6345,1,1,1	0.1172,1.2274,0.0821,68.3206,196.3947,128.2257,1,1,1	0.1474,1.1595,-0.0206,68.3488,278.4108,219.9819,1,1,1	0.0945,0.9294,-0.0901,66.5497,272.5367,227.6663,1,1,1	0.1074,0.7698,-0.1121,339.9628,237.7119,180.6276,1,1,1
3.6483,11,1	0.1127,0,0.1053,0,71.4679,0,1,1,1	0.1127,0,0.1053,0,71.4679,0,1,1,1	0.1127,0,0.1053,0,71.4679,0,1,1,1	0.1127,0,0.1053,0,71.4679,0,1,1,1	0.1228,0.7761,0.1006,358.0928,158.5725,268.058,1,1,1	0.1207,0.8211,0.1014,358.0929,158.5727,273.0125,1,1,1	0.0956,0.7736,0.1698,2.1489,335.8018,91.7429,1,1,1	0.1398,0.4182,0.2155,3.1723,335.8942,103.8097,1,1,1	0.0432,0.1002,0.1871,2.2505,325.1685,91.138,1,1,1	0.1368,0.017,0.2483,3.4135,325.2591,7.7618,1,1,1	0.1499,0.7786,0.0314,355.65,338.8253,91.1846,1,1,1	0.2041,0.4233,0.044,358.648,353.4312,105.6998,1,1,1	0.118,0.1024,0.0103,359.6734,20.3723,90.3579,1,1,1	0.2218,0.0176,-0.0278,359.6667,20.3723,0.3965,1,1,1	0.1022,0.9688,0.0994,358.3447,160.3639,282.2267,1,1,1	0.1057,1.0975,0.1046,357.9607,162.8291,282.0534,1,1,1	0.1089,1.2263,0.1104,357.9607,162.8291,267.0534,1,1,1	0.1427,1.3189,0.1243,0.9797,164.4777,272.1368,1,1,1	0.1013,1.2253,0.1353,290.9735,122.8488,130.6047,1,1,1	0.0611,1.1554,0.2331,289.3885,28.8022,246.2897,1,1,1	0.0161,0.9142,0.2514,295.856,51.4835,236.4948,1,1,1	0.0175,0.7531,0.2647,16.3005,90.7282,187.9969,1,1,1	0.1167,1.2272,0.0856,67.9544,201.1608,128.4082,1,1,1	0.1383,1.1598,-0.0195,68.5609,282.0798,219.1115,1,1,1	0.0807,0.93,-0.0861,66.7088,276.2241,226.7731,1,1,1	0.0922,0.7706,-0.1101,340.0204,242.3127,180.3921,1,1,1
3.6987,11,1	0.1125,0,0.1053,0,75.982,0,1,1,1	0.1125,0,0.1053,0,75.982,0,1,1,1	0.1125,0,0.1053,0,75.982,0,1,1,1	0.1125,0,0.1053,0,75.982,0,1,1,1	0.1191,0.7747,0.0997,358.1376,162.8138,268.256,1,1,1	0.1173,0.8197,0.1007,358.1377,162.8141,273.2105,1,1,1	0.0972,0.7723,0.1707,3.5054,342.8078,91.6685,1,1,1	0.1486,0.4165,0.2025,3.9255,344.1672,102.7905,1,1,1	0.0447,0.1004,0.1829,2.8371,333.168,94.2522,1,1,1	0.15,0.0234,0.2319,4.0682,333.3366,11.3135,1,1,1	0.1411,0.7771,0.0287,355.6727,340.9186,92.2132,1,1,1	0.2017,0.4232,0.0411,359.2065,354.3995,105.8864,1,1,1	0.1164,0.1025,0.0059,359.6431,22.3141,90.3316,1,1,1	0.2189,0.0176,-0.0356,359.69,22.3143,0.0657,1,1,1	0.0992,0.9675,0.1001,357.6182,164.7777,283.3113,1,1,1	0.105,1.096,0.1072,357.483,167.5065,282.5535,1,1,1	0.1096,1.2247,0.114,357.483,167.5065,267.5535,1,1,1	0.145,1.3169,0.126,1.1344,167.8215,272.3731,1,1,1	0.104,1.2235,0.1394,291.1805,126.2264,132.012,1,1,1	0.0713,1.1534,0.2398,289.7213,35.1242,245.692,1,1,1	0.0269,0.9124,0.262,296.269,57.2273,237.0576,1,1,1	0.0291,0.7512,0.2738,16.3896,96.7013,188.9295,1,1,1	0.1152,1.2258,0.0887,67.124,205.6898,128.2974,1,1,1	0.1279,1.1598,-0.0187,68.5864,284.4158,216.4212,1,1,1	0.0639,0.9313,-0.084,66.8397,279.186,224.4367,1,1,1	0.0731,0.7723,-0.1115,340.067,247.5898,179.9493,1,1,1
3.7526,11,1	0.1114,0,0.106,0,80.225,0,1,1,1	0.1114,0,0.106,0,80.225,0,1,1,1	0.1114,0,0.106,0,80.225,0,1,1,1	0.1114,0,0.106,0,80.225,0,1,1,1	0.1139,0.7741,0.1024,358.7653,167.3201,268.4075,1,1,1	0.1123,0.819,0.103,358.7654,167.3203,273.362,1,1,1	0.0975,0.7725,0.1749,5.8529,351.84,90.6111,1,1,1	0.1489,0.4152,0.1827,7.8499,2.4163,102.5067,1,1,1	0.0416,0.0996,0.1752,5.9723,358.2871,95.828,1,1,1	0.16,0.0261,0.171,7.1798,358.4864,12.7946,1,1,1	0.1302,0.7757,0.0299,356.0254,343.1394,93.5965,1,1,1	0.1999,0.4236,0.0402,359.8908,354.2332,106.4808,1,1,1	0.1186,0.1025,0.0013,359.6064,22.2249,90.2843,1,1,1	0.2211,0.0176,-0.04,359.6656,22.225,359.9482,1,1,1	0.0949,0.9669,0.1024,356.7144,169.0792,284.9697,1,1,1	0.1046,1.0951,0.1118,357.0734,171.9085,283.331,1,1,1	0.1112,1.2237,0.1193,357.0734,171.9085,268.331,1,1,1	0.1487,1.3153,0.1294,1.2947,170.7523,272.8243,1,1,1	0.1076,1.2223,0.1451,291.4592,128.5576,134.2543,1,1,1	0.0819,1.1517,0.2471,290.3997,40.5589,245.6863,1,1,1	0.0379,0.9108,0.2712,297.2024,63.1805,237.3353,1,1,1	0.0392,0.7495,0.2812,17.0153,103.2044,190.4164,1,1,1	0.115,1.225,0.0936,66.2063,209.3611,128.155,1,1,1	0.12,1.1604,-0.0154,68.2799,286.2701,213.5781,1,1,1	0.0487,0.9337,-0.079,66.6668,282.0225,221.5207,1,1,1	0.054,0.7752,-0.1103,339.6031,253.9074,178.7436,1,1,1
3.8078,11,1	0.1092,0,0.1074,0,84.3639,0,1,1,1	0.1092,0,0.1074,0,84.3639,0,1,1,1	0.1092,0,0.1074,0,84.3639,0,1,1,1	0.1092,0,0.1074,0,84.3639,0,1,1,1	0.1058,0.7737,0.104,358.535,172.0266,269.5244,1,1,1	0.1052,0.8187,0.1051,358.535,172.0269,274.4789,1,1,1	0.0955,0.7718,0.1777,8.5578,359.2272,89.6241,1,1,1	0.1417,0.4137,0.1617,10.7518,13.055,103.4998,1,1,1	0.0363,0.0971,0.157,4.7163,11.2502,96.0809,1,1,1	0.1514,0.024,0.128,5.8872,11.4461,12.835,1,1,1	0.1162,0.7756,0.0304,356.5919,345.8899,95.3403,1,1,1	0.1976,0.4259,0.0365,359.9001,353.2261,108.1648,1,1,1	0.1263,0.1025,-0.0028,359.5893,18.9477,90.2364,1,1,1	0.2309,0.0174,-0.0381,359.639,18.9478,359.9543,1,1,1	0.0906,0.9669,0.1069,355.5782,173.1251,286.7853,1,1,1	0.1047,1.0945,0.1185,356.5881,175.7848,284.3108,1,1,1	0.1139,1.2228,0.1269,356.5881,175.7848,269.3108,1,1,1	0.1534,1.3138,0.1352,1.8548,172.9593,272.7868,1,1,1	0.1121,1.2212,0.1528,292.0623,131.6465,135.6268,1,1,1	0.0932,1.1509,0.2565,291.5645,46.4094,244.9082,1,1,1	0.0472,0.9105,0.2819,298.6116,68.5223,237.6068,1,1,1	0.0459,0.7491,0.2899,17.5463,108.6693,190.8966,1,1,1	0.1159,1.2243,0.101,65.2699,212.8986,128.5117,1,1,1	0.1141,1.1612,-0.0089,68.2979,286.7696,210.8782,1,1,1	0.0384,0.9358,-0.0725,66.4105,282.1471,218.8151,1,1,1	0.0409,0.7779,-0.1067,339.7122,256.2148,177.8782,1,1,1
3.8596,11,1	0.1068,0,0.1112,0,88.2587,0,1,1,1	0.1068,0,0.1112,0,88.2587,0,1,1,1	0.1068,0,0.1112,0,88.2587,0,1,1,1	0.1068,0,0.1112,0,88.2587,0,1,1,1	0.0937,0.7729,0.1032,357.9055,173.6765,271.7787,1,1,1	0.0947,0.8179,0.105,357.9056,173.6767,276.7332,1,1,1	0.0855,0.7702,0.1771,8.1317,355.51,90.3733,1,1,1	0.137,0.4125,0.1673,11.0701,5.1896,104.4659,1,1,1	0.0384,0.0943,0.1456,3.3927,4.3488,95.303,1,1,1	0.1552,0.0195,0.1323,4.5471,4.5242,11.9402,1,1,1	0.1018,0.7756,0.0294,357.4815,349.2876,97.4248,1,1,1	0.1969,0.4292,0.0274,358.7958,353.2627,110.5699,1,1,1	0.1384,0.1021,-0.0039,359.4012,13.3908,90.2111,1,1,1	0.246,0.017,-0.0286,359.3058,13.39,0.7522,1,1,1	0.0858,0.9664,0.1095,352.2326,175.4073,289.5538,1,1,1	0.1059,1.0924,0.1283,355.931,180.5165,285.9967,1,1,1	0.1196,1.2202,0.1373,355.931,180.5165,270.9966,1,1,1	0.1623,1.3099,0.1433,2.0821,177.7941,272.3156,1,1,1	0.1199,1.2184,0.1633,292.6409,134.0853,138.9928,1,1,1	0.1095,1.1474,0.2677,294,52.9173,244.338,1,1,1	0.0577,0.9081,0.2923,301.2024,73.6851,238.6106,1,1,1	0.0507,0.7467,0.2971,18.5346,114.7537,192.5933,1,1,1	0.1194,1.2221,0.1113,63.106,218.2378,129.3838,1,1,1	0.1072,1.1621,0.0004,69.1971,287.8232,207.6181,1,1,1	0.0289,0.9376,-0.0632,67.2021,282.9354,215.2315,1,1,1	0.0301,0.7807,-0.1018,339.9612,260.3755,176.3577,1,1,1
3.9135,11,1	0.1051,0,0.114,0,92.0753,0,1,1,1	0.1051,0,0.114,0,92.0753,0,1,1,1	0.1051,0,0.114,0,92.0753,0,1,1,1	0.1051,0,0.114,0,92.0753,0,1,1,1	0.0823,0.7733,0.1032,357.4839,174.1137,273.9012,1,1,1	0.0851,0.8181,0.1055,357.4839,174.1139,278.8557,1,1,1	0.0747,0.77,0.1771,8.5823,353.6756,90.7009,1,1,1	0.1289,0.4125,0.1664,11.5204,0.5105,105.6736,1,1,1	0.039,0.0923,0.1338,3.0658,358.9483,95.4632,1,1,1	0.1568,0.0178,0.132,4.0053,359.0833,10.8563,1,1,1	0.09,0.7765,0.0293,358.6551,352.7965,98.9115,1,1,1	0.1946,0.4328,0.0156,358.3808,356.6177,112.9757,1,1,1	0.1479,0.103,-0.0091,357.7881,13.95,92.7955,1,1,1	0.2593,0.0231,-0.0336,357.3174,13.916,5.4736,1,1,1	0.0816,0.9668,0.1117,349.4598,177.0388,293.296,1,1,1	0.1101,1.0901,0.1361,354.5363,184.9389,287.9143,1,1,1	0.129,1.2172,0.1467,354.5363,184.9389,272.9143,1,1,1	0.1752,1.3053,0.1512,1.9965,186.3926,271.5934,1,1,1	0.1313,1.2147,0.1725,293.0688,137.0401,142.2898,1,1,1	0.1303,1.1428,0.2769,296.394,58.3408,246.0822,1,1,1	0.0749,0.9041,0.2998,303.7944,80.2493,240.3743,1,1,1	0.0618,0.7431,0.3017,19.7496,123.8106,195.8756,1,1,1	0.1268,1.2197,0.1209,60.3879,224.5684,130.664,1,1,1	0.1022,1.1636,0.0099,68.8207,287.2259,202.1848,1,1,1	0.0153,0.9424,-0.0539,68.2121,286.0303,212.1291,1,1,1	0.0141,0.7865,-0.0964,340.8584,268.9371,174.3235,1,1,1
